Jobclass,Job,age,Education-level,marital-status,race,gender,hours-per-week,native-country,income
Self-emp-not-inc,Exec-managerial,34,Assoc-voc,Widowed,White,Female,40,United-States,<=50K
Federal-gov,Prof-specialty,41,Masters,Married-A-spouse,White,Male,50,?,>50K
?,?,20,Assoc-acdm,Never-married,White,Female,20,United-States,<=50K
Local-gov,Other-service,58,HS-grad,Widowed,White,Male,40,United-States,<=50K
Private,Transport-moving,52,10th,Divorced,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,45,Some-college,Married-A-spouse,White,Male,47,United-States,>50K
Private,Other-service,37,7th-8th,Separated,Black,Male,40,United-States,<=50K
Private,Machine-op-inspct,48,HS-grad,Married-A-spouse,White,Male,40,Dominican-Republic,<=50K
Federal-gov,Craft-repair,40,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,29,Bachelors,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Tech-support,33,Assoc-voc,Married-A-spouse,Asian-Pac-Islander,Male,10,United-States,<=50K
?,?,51,HS-grad,Married-A-spouse,White,Male,24,United-States,<=50K
Private,Tech-support,48,HS-grad,Married-A-spouse,Black,Male,48,United-States,<=50K
Self-emp-not-inc,Exec-managerial,36,Bachelors,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,31,Some-college,Divorced,White,Female,35,United-States,<=50K
Self-emp-not-inc,Craft-repair,41,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Federal-gov,Prof-specialty,29,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,20,Some-college,Never-married,White,Male,40,United-States,<=50K
Federal-gov,Exec-managerial,53,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,37,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Other-service,28,Bachelors,Married-A-spouse,White,Female,35,United-States,<=50K
Private,Sales,27,Bachelors,Never-married,White,Female,40,United-States,<=50K
?,?,57,Preschool,Separated,White,Male,40,United-States,<=50K
Private,Adm-clerical,23,Some-college,Never-married,White,Female,40,Nicaragua,<=50K
Private,Tech-support,25,Assoc-voc,Married-A-spouse,White,Male,56,United-States,>50K
Private,Prof-specialty,63,Some-college,Married-A-spouse,White,Male,38,United-States,<=50K
Self-emp-not-inc,Sales,65,Some-college,Married-A-spouse,White,Male,18,United-States,<=50K
Private,Adm-clerical,77,HS-grad,Widowed,White,Female,40,United-States,<=50K
Private,Other-service,32,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Craft-repair,40,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,67,HS-grad,Widowed,White,Female,40,United-States,<=50K
Private,Other-service,35,HS-grad,Married-A-spouse,Asian-Pac-Islander,Female,40,?,<=50K
Local-gov,Prof-specialty,24,Masters,Never-married,White,Female,40,United-States,<=50K
State-gov,Prof-specialty,53,Doctorate,Married-A-spouse,White,Male,50,United-States,>50K
Self-emp-inc,Prof-specialty,37,Masters,Divorced,Black,Male,40,United-States,>50K
State-gov,Tech-support,44,Some-college,Separated,Black,Female,40,United-States,<=50K
?,?,25,11th,Divorced,White,Female,40,United-States,<=50K
Private,Sales,17,11th,Never-married,White,Female,20,United-States,<=50K
Private,Exec-managerial,47,Assoc-voc,Married-A-spouse,White,Male,60,United-States,>50K
Federal-gov,Handlers-cleaners,62,10th,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Prof-specialty,39,Assoc-acdm,Divorced,White,Male,60,United-States,<=50K
?,?,18,11th,Never-married,White,Male,30,United-States,<=50K
State-gov,Prof-specialty,32,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Prof-specialty,25,Bachelors,Married-A-spouse,Black,Female,40,United-States,>50K
Private,Exec-managerial,30,HS-grad,Married-A-spouse,White,Male,65,United-States,>50K
Private,Exec-managerial,47,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Private,Craft-repair,40,10th,Divorced,White,Male,40,United-States,<=50K
Private,Exec-managerial,38,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
State-gov,Prof-specialty,41,Masters,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,21,Some-college,Never-married,White,Male,20,United-States,<=50K
State-gov,Prof-specialty,32,Assoc-acdm,Married-A-spouse,White,Male,48,United-States,>50K
Private,Craft-repair,54,7th-8th,Never-married,Black,Male,50,United-States,<=50K
Private,Handlers-cleaners,31,Preschool,Never-married,Amer-Indian-Eskimo,Male,25,United-States,<=50K
Private,Prof-specialty,42,Assoc-voc,Divorced,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,23,10th,Never-married,White,Male,40,Mexico,<=50K
Private,Sales,18,HS-grad,Never-married,White,Female,33,United-States,<=50K
?,?,65,7th-8th,Widowed,White,Female,12,United-States,<=50K
Private,Sales,37,Some-college,Never-married,White,Male,50,United-States,<=50K
State-gov,Adm-clerical,53,Assoc-acdm,Divorced,Amer-Indian-Eskimo,Female,40,United-States,<=50K
Private,Prof-specialty,50,HS-grad,Married-A-spouse,White,Male,84,United-States,<=50K
Private,Adm-clerical,64,HS-grad,Widowed,White,Female,40,United-States,>50K
Private,Prof-specialty,55,Masters,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Sales,63,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,53,Some-college,Divorced,Other,Female,45,Mexico,<=50K
Private,Adm-clerical,18,11th,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,33,11th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Handlers-cleaners,62,11th,Widowed,Black,Female,40,United-States,<=50K
Private,Prof-specialty,56,Masters,Married-A-spouse,White,Male,48,Germany,>50K
State-gov,Adm-clerical,58,Masters,Married-A-spouse,White,Male,43,United-States,>50K
Private,Sales,33,10th,Separated,White,Female,38,United-States,<=50K
Private,Transport-moving,58,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Craft-repair,44,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Machine-op-inspct,81,7th-8th,Widowed,White,Female,40,United-States,<=50K
Private,Craft-repair,28,HS-grad,Never-married,Asian-Pac-Islander,Male,35,China,<=50K
Private,Adm-clerical,28,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,43,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Private,Adm-clerical,51,HS-grad,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Prof-specialty,23,Some-college,Never-married,White,Male,52,United-States,<=50K
Self-emp-not-inc,Other-service,48,HS-grad,Separated,White,Female,45,United-States,<=50K
Self-emp-inc,Exec-managerial,45,Bachelors,Married-A-spouse,White,Male,48,United-States,>50K
Private,Transport-moving,48,10th,Married-A-spouse,White,Male,70,United-States,<=50K
State-gov,Other-service,37,HS-grad,Divorced,White,Female,16,United-States,<=50K
Private,Adm-clerical,34,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Self-emp-not-inc,Sales,63,Some-college,Married-A-spouse,White,Male,60,United-States,>50K
Private,Craft-repair,38,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Tech-support,29,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,33,9th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,47,5th-6th,Separated,White,Female,40,El-Salvador,<=50K
Private,Farming-fishing,30,9th,Divorced,White,Male,30,United-States,<=50K
Private,Exec-managerial,35,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-inc,Sales,54,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,26,Masters,Never-married,Black,Male,50,United-States,<=50K
Private,Craft-repair,39,HS-grad,Never-married,White,Male,54,United-States,<=50K
State-gov,Other-service,34,HS-grad,Separated,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,55,Bachelors,Married-A-spouse,Asian-Pac-Islander,Male,40,India,<=50K
Self-emp-not-inc,Farming-fishing,33,Assoc-voc,Married-A-spouse,White,Male,76,United-States,>50K
Private,Other-service,17,7th-8th,Never-married,White,Male,36,Mexico,<=50K
Private,Other-service,27,10th,Never-married,White,Female,38,United-States,<=50K
Private,Handlers-cleaners,53,9th,Married-A-spouse,White,Male,41,United-States,>50K
Private,Adm-clerical,43,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Exec-managerial,22,HS-grad,Never-married,Asian-Pac-Islander,Male,40,United-States,<=50K
Private,Tech-support,52,Bachelors,Divorced,White,Female,50,United-States,<=50K
Private,Craft-repair,60,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Sales,55,Bachelors,Married-A-spouse,White,Male,65,United-States,>50K
Private,Tech-support,39,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,29,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Transport-moving,41,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Transport-moving,61,HS-grad,Widowed,White,Female,40,Puerto-Rico,<=50K
Federal-gov,Adm-clerical,71,10th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,20,Some-college,Never-married,White,Male,35,United-States,<=50K
Private,Prof-specialty,33,Bachelors,Never-married,White,Female,40,Canada,<=50K
Private,Adm-clerical,52,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,40,Some-college,Married-A-spouse,Black,Male,40,United-States,>50K
?,?,26,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,31,Prof-school,Married-A-spouse,White,Male,99,Columbia,<=50K
Private,Exec-managerial,42,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,63,HS-grad,Married-A-spouse,White,Male,21,United-States,<=50K
Private,Craft-repair,53,11th,Married-A-spouse,White,Male,45,United-States,<=50K
State-gov,Craft-repair,34,10th,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,48,Some-college,Separated,White,Male,40,Honduras,<=50K
?,?,67,Bachelors,Married-A-spouse,White,Male,20,United-States,>50K
Private,Other-service,49,HS-grad,Divorced,White,Female,24,United-States,<=50K
Local-gov,Prof-specialty,28,Bachelors,Never-married,White,Female,55,United-States,<=50K
?,?,51,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Prof-specialty,44,Prof-school,Married-A-spouse,White,Male,60,United-States,>50K
Private,Transport-moving,27,HS-grad,Married-A-spouse,Asian-Pac-Islander,Male,40,Philippines,>50K
Private,Machine-op-inspct,49,5th-6th,Married-C-spouse,Asian-Pac-Islander,Female,20,Vietnam,<=50K
Private,Priv-house-serv,34,7th-8th,Never-married,White,Female,30,United-States,<=50K
Self-emp-not-inc,Craft-repair,27,Bachelors,Never-married,White,Male,35,United-States,<=50K
Self-emp-not-inc,Craft-repair,38,Some-college,Married-A-spouse,White,Male,36,United-States,<=50K
Private,Exec-managerial,24,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,29,Some-college,Never-married,White,Male,48,United-States,<=50K
Private,Sales,39,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,50,Masters,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,42,HS-grad,Married-A-spouse,White,Male,42,United-States,>50K
?,?,63,HS-grad,Widowed,White,Female,7,United-States,<=50K
State-gov,Exec-managerial,44,Masters,Never-married,White,Female,40,United-States,<=50K
Private,Sales,58,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Adm-clerical,25,Some-college,Never-married,White,Female,50,United-States,<=50K
Private,Other-service,23,Some-college,Never-married,White,Female,35,United-States,<=50K
Private,Sales,20,Some-college,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Sales,46,Some-college,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Sales,21,HS-grad,Never-married,White,Female,35,United-States,<=50K
Private,Other-service,63,10th,Separated,Black,Female,40,United-States,<=50K
Private,Craft-repair,38,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,>50K
Private,Transport-moving,27,Some-college,Married-A-spouse,White,Male,55,United-States,<=50K
Private,Other-service,41,Masters,Married-A-spouse,White,Female,50,United-States,>50K
Private,Exec-managerial,43,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
State-gov,Exec-managerial,39,Bachelors,Divorced,White,Male,40,United-States,<=50K
?,?,48,5th-6th,Divorced,White,Male,99,United-States,<=50K
Self-emp-inc,Prof-specialty,56,Prof-school,Married-A-spouse,White,Male,45,United-States,>50K
State-gov,Prof-specialty,44,Doctorate,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Transport-moving,24,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,49,Assoc-acdm,Divorced,White,Female,40,United-States,<=50K
Private,Other-service,38,Assoc-voc,Married-A-spouse,White,Male,70,Iran,<=50K
Self-emp-not-inc,Sales,36,HS-grad,Divorced,White,Male,35,United-States,<=50K
State-gov,Tech-support,27,Doctorate,Married-C-spouse,White,Male,20,?,<=50K
Private,Adm-clerical,50,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,46,Some-college,Never-married,White,Female,52,United-States,<=50K
Local-gov,Prof-specialty,41,Bachelors,Separated,White,Female,10,United-States,<=50K
?,?,45,11th,Divorced,Black,Female,16,United-States,<=50K
Private,Craft-repair,46,12th,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,65,HS-grad,Married-A-spouse,Asian-Pac-Islander,Male,48,United-States,>50K
Private,Prof-specialty,44,Prof-school,Married-A-spouse,White,Male,50,United-States,>50K
Private,Tech-support,35,Some-college,Divorced,White,Male,50,United-States,<=50K
Self-emp-not-inc,Exec-managerial,44,Assoc-acdm,Divorced,Black,Female,45,United-States,<=50K
Private,Sales,51,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Local-gov,Other-service,74,7th-8th,Widowed,White,Female,35,United-States,<=50K
Private,Adm-clerical,32,HS-grad,Never-married,White,Female,35,United-States,<=50K
Private,Adm-clerical,22,Some-college,Never-married,White,Female,30,United-States,<=50K
?,?,58,10th,Widowed,Black,Female,40,United-States,<=50K
Private,Exec-managerial,47,HS-grad,Divorced,Black,Female,40,United-States,<=50K
Private,Transport-moving,32,12th,Never-married,Asian-Pac-Islander,Male,40,United-States,<=50K
Federal-gov,Exec-managerial,64,Some-college,Widowed,White,Female,25,United-States,<=50K
Private,Prof-specialty,44,Masters,Divorced,White,Female,25,United-States,>50K
Private,Exec-managerial,59,Bachelors,Widowed,White,Male,40,United-States,>50K
Private,Other-service,34,HS-grad,Married-A-spouse,White,Female,35,United-States,<=50K
Private,Prof-specialty,54,Bachelors,Divorced,White,Male,40,Canada,>50K
Private,Other-service,33,Some-college,Divorced,Black,Female,30,Dominican-Republic,<=50K
Private,Transport-moving,44,1st-4th,Married-A-spouse,White,Female,60,United-States,<=50K
Private,Adm-clerical,31,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
State-gov,Adm-clerical,30,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,18,11th,Never-married,White,Male,17,United-States,<=50K
Self-emp-not-inc,Prof-specialty,56,Prof-school,Married-A-spouse,White,Male,55,England,>50K
Private,Adm-clerical,24,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Exec-managerial,23,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,51,11th,Divorced,White,Male,40,United-States,<=50K
Private,Prof-specialty,24,Bachelors,Never-married,Black,Male,20,United-States,<=50K
Federal-gov,Handlers-cleaners,39,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Self-emp-not-inc,Other-service,49,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,22,HS-grad,Never-married,White,Male,40,United-States,<=50K
State-gov,Prof-specialty,42,Masters,Never-married,White,Male,45,United-States,<=50K
Local-gov,Prof-specialty,51,Masters,Separated,White,Male,39,United-States,>50K
Private,Sales,20,Some-college,Never-married,White,Female,24,United-States,<=50K
Private,Machine-op-inspct,49,10th,Never-married,Black,Female,40,United-States,<=50K
Private,Prof-specialty,31,Prof-school,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,41,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,35,HS-grad,Married-A-spouse,White,Male,60,United-States,>50K
?,?,20,Some-college,Never-married,White,Male,30,United-States,<=50K
Private,Craft-repair,35,Assoc-voc,Married-A-spouse,White,Male,42,United-States,>50K
Private,Exec-managerial,46,Masters,Divorced,White,Female,8,United-States,<=50K
Private,Machine-op-inspct,35,HS-grad,Divorced,White,Female,60,United-States,<=50K
Private,Tech-support,21,Some-college,Never-married,White,Male,20,United-States,<=50K
Private,Craft-repair,45,12th,Divorced,White,Male,40,United-States,<=50K
Local-gov,Craft-repair,37,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-inc,Exec-managerial,45,Assoc-acdm,Divorced,White,Female,40,United-States,<=50K
Private,Other-service,18,10th,Never-married,White,Male,24,United-States,<=50K
Self-emp-not-inc,Prof-specialty,53,Some-college,Married-A-spouse,White,Male,45,United-States,>50K
Local-gov,Prof-specialty,24,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Adm-clerical,35,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,28,HS-grad,Married-A-spouse,White,Male,40,Puerto-Rico,<=50K
Private,Sales,50,HS-grad,Married-A-spouse,White,Male,56,United-States,>50K
Private,Adm-clerical,38,HS-grad,Divorced,White,Female,50,United-States,<=50K
Local-gov,Craft-repair,34,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Transport-moving,53,Some-college,Married-A-spouse,White,Male,32,United-States,>50K
Private,Sales,46,Assoc-acdm,Married-A-spouse,White,Male,45,United-States,>50K
Private,Sales,50,Some-college,Divorced,White,Male,45,United-States,<=50K
Private,Other-service,45,Some-college,Separated,White,Female,40,United-States,<=50K
Private,Sales,29,Assoc-voc,Never-married,Black,Male,23,United-States,<=50K
Private,Craft-repair,41,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Exec-managerial,43,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Craft-repair,29,Some-college,Married-A-spouse,White,Male,56,United-States,<=50K
Private,Exec-managerial,53,Some-college,Married-A-spouse,White,Male,45,United-States,>50K
Private,Other-service,24,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Transport-moving,35,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,25,Some-college,Never-married,White,Male,30,United-States,<=50K
Local-gov,Protective-serv,43,Assoc-voc,Married-A-spouse,White,Male,56,United-States,<=50K
Private,Other-service,38,10th,Married-C-spouse,White,Male,45,United-States,<=50K
Private,Priv-house-serv,64,7th-8th,Separated,Other,Female,35,Mexico,<=50K
Private,Prof-specialty,37,Bachelors,Never-married,Amer-Indian-Eskimo,Male,40,United-States,>50K
Private,Handlers-cleaners,48,HS-grad,Married-A-spouse,White,Male,35,United-States,>50K
Self-emp-not-inc,Prof-specialty,27,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,45,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Prof-specialty,41,Masters,Widowed,White,Female,38,United-States,>50K
?,?,33,Bachelors,Married-A-spouse,White,Female,60,United-States,>50K
Private,Other-service,42,9th,Divorced,White,Female,40,United-States,<=50K
Private,Sales,29,Bachelors,Never-married,White,Female,50,United-States,<=50K
Private,Transport-moving,29,HS-grad,Married-C-spouse,Black,Male,49,Haiti,<=50K
Self-emp-inc,Prof-specialty,71,Bachelors,Married-A-spouse,White,Male,30,United-States,<=50K
Federal-gov,Exec-managerial,29,10th,Separated,White,Female,40,United-States,<=50K
State-gov,Adm-clerical,23,Bachelors,Never-married,White,Male,16,United-States,<=50K
Private,Sales,28,Bachelors,Never-married,White,Male,2,United-States,<=50K
Private,Prof-specialty,55,Bachelors,Married-A-spouse,Asian-Pac-Islander,Male,40,China,>50K
State-gov,Prof-specialty,47,Bachelors,Married-A-spouse,White,Female,40,United-States,<=50K
?,?,21,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Handlers-cleaners,33,HS-grad,Separated,Black,Female,40,United-States,<=50K
Local-gov,Farming-fishing,35,12th,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-inc,Adm-clerical,42,Bachelors,Married-A-spouse,White,Female,45,United-States,>50K
Private,Adm-clerical,33,HS-grad,Married-C-spouse,Amer-Indian-Eskimo,Male,40,United-States,<=50K
Private,Exec-managerial,30,Masters,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,37,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,19,HS-grad,Never-married,White,Male,25,United-States,<=50K
?,?,21,Some-college,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,46,Some-college,Married-A-spouse,White,Male,35,United-States,<=50K
Private,Transport-moving,42,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,28,Masters,Never-married,White,Male,58,United-States,<=50K
Private,Adm-clerical,36,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,39,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Tech-support,27,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,57,HS-grad,Married-A-spouse,Black,Female,38,United-States,>50K
Private,Priv-house-serv,50,HS-grad,Divorced,Black,Female,12,United-States,<=50K
Private,Exec-managerial,63,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,44,Some-college,Divorced,White,Male,50,United-States,<=50K
Private,Craft-repair,38,10th,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Sales,30,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,20,Some-college,Never-married,Black,Female,25,United-States,<=50K
Self-emp-not-inc,Prof-specialty,44,Prof-school,Married-A-spouse,White,Male,50,United-States,>50K
Private,Machine-op-inspct,24,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Transport-moving,26,Some-college,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,42,Some-college,Married-A-spouse,White,Male,70,United-States,<=50K
Private,Craft-repair,54,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
State-gov,Adm-clerical,45,Some-college,Divorced,White,Female,45,United-States,<=50K
Private,Farming-fishing,37,1st-4th,Married-A-spouse,White,Male,40,Mexico,<=50K
Federal-gov,Prof-specialty,30,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,36,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,19,9th,Never-married,White,Female,50,Mexico,<=50K
Private,Adm-clerical,22,Assoc-acdm,Never-married,Asian-Pac-Islander,Female,40,Philippines,<=50K
Federal-gov,Adm-clerical,65,HS-grad,Widowed,White,Female,40,United-States,<=50K
?,?,52,10th,Divorced,White,Male,25,United-States,<=50K
Self-emp-not-inc,Sales,36,HS-grad,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Adm-clerical,22,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Craft-repair,28,Assoc-voc,Married-A-spouse,White,Male,50,United-States,<=50K
State-gov,Exec-managerial,30,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,47,Some-college,Married-A-spouse,White,Male,55,United-States,>50K
Private,Exec-managerial,29,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,36,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,30,Bachelors,Divorced,White,Female,40,United-States,<=50K
Private,Exec-managerial,52,Masters,Married-A-spouse,White,Female,60,United-States,>50K
Private,Exec-managerial,62,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,42,Masters,Married-A-spouse,White,Male,55,United-States,>50K
Private,Transport-moving,33,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,17,11th,Never-married,White,Female,26,United-States,<=50K
Private,Adm-clerical,54,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,41,HS-grad,Never-married,Black,Male,40,United-States,<=50K
State-gov,Prof-specialty,45,Masters,Divorced,White,Female,45,United-States,<=50K
State-gov,Prof-specialty,37,Some-college,Never-married,Black,Female,15,United-States,<=50K
Private,Handlers-cleaners,21,HS-grad,Never-married,Asian-Pac-Islander,Female,34,South,<=50K
Private,Tech-support,29,Bachelors,Divorced,White,Female,40,United-States,<=50K
State-gov,Adm-clerical,18,HS-grad,Never-married,White,Male,40,United-States,<=50K
?,?,18,11th,Never-married,White,Female,20,United-States,<=50K
Private,Protective-serv,62,HS-grad,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Craft-repair,19,Some-college,Never-married,White,Female,20,United-States,<=50K
Private,Machine-op-inspct,62,7th-8th,Widowed,White,Female,35,United-States,<=50K
Local-gov,Prof-specialty,58,Bachelors,Divorced,White,Female,40,United-States,<=50K
Private,Adm-clerical,34,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Machine-op-inspct,62,11th,Never-married,White,Male,50,United-States,<=50K
Private,Adm-clerical,23,Some-college,Married-A-spouse,White,Male,12,United-States,<=50K
Private,Exec-managerial,37,Bachelors,Married-C-spouse,White,Male,50,United-States,>50K
Private,Adm-clerical,42,Assoc-acdm,Never-married,White,Male,46,United-States,<=50K
Private,Other-service,21,11th,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,41,Bachelors,Divorced,White,Female,40,United-States,<=50K
Private,Handlers-cleaners,27,11th,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,37,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,40,HS-grad,Married-A-spouse,White,Male,45,United-States,>50K
Local-gov,Craft-repair,62,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,29,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Exec-managerial,33,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Private,Machine-op-inspct,53,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Tech-support,64,Assoc-voc,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,60,Some-college,Married-A-spouse,White,Male,48,United-States,>50K
Private,Handlers-cleaners,47,11th,Never-married,White,Male,40,United-States,<=50K
State-gov,Exec-managerial,45,Masters,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Tech-support,33,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Prof-specialty,29,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Private,Craft-repair,57,7th-8th,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,19,HS-grad,Never-married,White,Male,35,United-States,<=50K
Private,Prof-specialty,26,Bachelors,Never-married,White,Male,40,?,<=50K
Self-emp-inc,Sales,63,5th-6th,Married-A-spouse,White,Male,25,United-States,<=50K
Private,Prof-specialty,42,Assoc-acdm,Divorced,White,Female,40,United-States,<=50K
Self-emp-not-inc,Tech-support,38,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Farming-fishing,34,10th,Never-married,White,Male,40,United-States,<=50K
?,?,20,Some-college,Never-married,White,Male,30,United-States,<=50K
Private,Craft-repair,35,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,38,Bachelors,Married-A-spouse,White,Female,8,United-States,>50K
State-gov,Prof-specialty,52,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,32,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
